Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Angry Birds Star Wars,WiiU,2013,Strategy,Exient Entertainment,0.05,0.04,0.0,0.01,0.1,73.0,24,6.8,17,Exient Entertainment,E
Petz Hamsterz Superstarz,DS,2009,Simulation,Ubisoft Nagoya,0.09,0.0,0.0,0.01,0.1,70.0,17,7.5,19,Ubisoft Nagoya,E
Blue Dragon: Awakened Shadow,DS,2009,Role-Playing,Tri-Crescendo,0.06,0.0,0.03,0.0,0.1,63.0,27,6.6,10,Tri-Crescendo,E10+
Star Wars: Lethal Alliance,DS,2006,Action,Ubisoft Casablanca,0.08,0.01,0.0,0.01,0.1,57.0,15,7.4,20,Ubisoft Casablanca,E10+
Shining Force EXA,PS2,2007,Role-Playing,Neverland,0.0,0.0,0.1,0.0,0.1,64.0,24,7.3,17,Neverland,E10+
Virtual Pro Wrestling,PS,1996,Fighting,Asmik Ace Entertainment,0.0,0.0,0.09,0.01,0.1,72.0,25,7.6,24,Asmik Ace Entertainment,E
Rapala Pro Bass Fishing 2010,DS,2010,Sports,Magic Pockets,0.09,0.0,0.0,0.01,0.1,75.0,18,7.4,15,Magic Pockets,E
Shadow Tower,PS,1998,Role-Playing,From Software,0.01,0.01,0.07,0.01,0.1,74.0,30,7.8,33,From Software,E
Digimon World DS,DS,2006,Role-Playing,Bec,0.09,0.0,0.0,0.01,0.1,71.0,8,7.6,27,Bec,E10+
Luminous Arc 2 (JP sales),DS,9999,Role-Playing,Unknown,0.0,0.0,0.1,0.0,0.1,74.0,30,7.8,33,Unknown,E
CSI: Hard Evidence,X360,2007,Adventure,Ubisoft,0.07,0.02,0.0,0.01,0.1,66.0,17,7.6,14,Ubisoft,E
MySims SkyHeroes,X360,2010,Action,Behaviour Interactive,0.09,0.0,0.0,0.01,0.1,56.0,15,5.5,4,Behaviour Interactive,E10+
Ford Racing 3,DS,2005,Racing,Visual Impact,0.09,0.0,0.0,0.01,0.1,49.0,5,7.4,15,Visual Impact,E
Ice Age 2: The Meltdown,XB,2006,Platform,Vivendi Games,0.07,0.02,0.0,0.0,0.1,68.0,16,7.7,16,Vivendi Games,E10+
Guilty Gear Isuka,PS2,2004,Fighting,Arc System Works,0.05,0.04,0.0,0.01,0.1,73.0,39,7.5,13,Arc System Works,T
The Secret Saturdays: Beasts of the 5th Sun,Wii,2009,Action,High Voltage Software,0.09,0.0,0.0,0.01,0.1,60.0,8,7.4,20,High Voltage Software,E10+
Horse Life Adventures,DS,2008,Simulation,Neko Entertainment,0.08,0.01,0.0,0.01,0.1,70.0,17,7.5,19,Neko Entertainment,E
The Idolmaster: Platinum Stars,PS4,2016,Simulation,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,70.0,17,7.5,19,Namco Bandai Games,E
Jikkyou Powerful Pro Yakyuu 2013,PSV,2013,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,75.0,18,7.4,15,Konami Digital Entertainment,E
Tornado Outbreak,Wii,2009,Action,Loose Cannon Studios,0.09,0.0,0.0,0.01,0.1,71.0,7,8.2,5,Loose Cannon Studios,E10+
Shadow Master,PS,1997,Adventure,Psygnosis,0.05,0.04,0.0,0.01,0.1,66.0,17,7.6,14,Psygnosis,E
Global Touring Challenge: Africa,PS2,2001,Racing,Rage Software,0.05,0.04,0.0,0.01,0.1,64.0,12,7.4,15,Rage Software,E
Shovel Knight,WiiU,2015,Platform,Yacht Club Games,0.05,0.04,0.0,0.01,0.1,88.0,24,8.3,16,Yacht Club Games,E
Makai Shin Trillion,PSV,2014,Role-Playing,Idea Factory,0.02,0.01,0.06,0.01,0.1,74.0,30,7.8,33,Idea Factory,E
Tokimeki Memorial: Taisen Pazurudama,PS,1996,Puzzle,Konami Digital Entertainment,0.0,0.0,0.09,0.01,0.1,70.0,14,7.5,11,Konami Digital Entertainment,E
Digimon World: Next Order,PSV,2016,Action,B.B.Studio,0.0,0.0,0.1,0.0,0.1,68.0,22,7.4,20,B.B.Studio,E
Who Wants to Be A Millionaire?,X360,2011,Misc,Ubisoft,0.09,0.0,0.0,0.01,0.1,69.0,17,7.1,13,Ubisoft,E
The Secret Saturdays: Beasts of the 5th Sun,PSP,2009,Action,High Voltage Software,0.08,0.0,0.0,0.01,0.1,68.0,22,7.4,20,High Voltage Software,E10+
Operation Abyss: New Tokyo Legacy,PSV,2014,Role-Playing,Experience Inc.,0.02,0.0,0.06,0.01,0.1,66.0,25,7.3,24,Experience Inc.,M
Skylanders: Spyro's Adventure,PC,2011,Action,Toys for Bob,0.05,0.03,0.0,0.01,0.1,68.0,22,3.5,15,Toys for Bob,E10+
Man vs. Wild,X360,2011,Action,Scientifically Proven,0.09,0.0,0.0,0.01,0.1,68.0,22,4.6,8,Scientifically Proven,T
Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,PSV,2012,Adventure,Gust,0.0,0.0,0.1,0.0,0.1,66.0,17,7.6,14,Gust,E
Watchmen: The End is Nigh Part 1 & 2,X360,2009,Action,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.1,68.0,22,7.4,20,Warner Bros. Interactive Entertainment,E
MotoGP 2,XB,2003,Racing,Climax Group,0.07,0.02,0.0,0.0,0.1,87.0,23,8.5,14,Climax Group,E
Pro Yakyuu Famista DS,DS,2007,Sports,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,75.0,18,7.4,15,Namco Bandai Games,E
Happy Feet Two,X360,9999,Action,Warner Bros. Interactive Entertainment,0.08,0.01,0.0,0.01,0.1,68.0,22,7.4,20,Warner Bros. Interactive Entertainment,E
iCarly 2: iJoin The Click!,Wii,2010,Adventure,Big Blue Bubble Inc.,0.08,0.01,0.0,0.01,0.1,66.0,17,9.0,10,Big Blue Bubble Inc.,E
Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,GBA,2002,Fighting,Banpresto,0.05,0.02,0.03,0.0,0.1,72.0,25,7.6,24,Banpresto,E
Gundam Breaker 3,PS4,2016,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,68.0,22,7.4,20,Namco Bandai Games,E
Etrian Odyssey 2 Untold: Knight of Fafnir,3DS,2014,Role-Playing,Atlus,0.07,0.02,0.0,0.01,0.1,74.0,30,7.8,33,Atlus,E
Paws & Claws: Pet Vet,Wii,2009,Simulation,THQ,0.09,0.0,0.0,0.01,0.1,70.0,17,7.5,19,THQ,E
Dora's Cooking Club,DS,2010,Misc,Take-Two Interactive,0.08,0.01,0.0,0.01,0.1,69.0,17,7.1,13,Take-Two Interactive,E
Heatseeker,Wii,2007,Action,IR Gurus,0.08,0.0,0.0,0.01,0.1,62.0,25,6.2,32,IR Gurus,T
Ar tonelico: Melody of Elemia,PS2,2006,Role-Playing,Gust,0.0,0.0,0.1,0.0,0.1,71.0,30,7.7,43,Gust,T
Sol Trigger,PSP,2012,Role-Playing,Image Epoch,0.0,0.0,0.1,0.0,0.1,74.0,30,7.8,33,Image Epoch,E
Castlevania Double Pack,GBA,2006,Platform,KCET,0.07,0.03,0.0,0.0,0.1,86.0,4,8.4,12,KCET,T
Ballistic: Ecks vs. Sever,GBA,2002,Shooter,BAM! Entertainment,0.07,0.03,0.0,0.0,0.1,73.0,32,7.4,27,BAM! Entertainment,E
Samurai Warriors 4: Empires,PS4,2015,Action,Omega Force,0.02,0.01,0.06,0.01,0.1,71.0,29,6.5,15,Omega Force,T
Jikkyou Powerful Pro Yakyuu 11,GC,2004,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.1,75.0,18,7.4,15,Konami Digital Entertainment,E
Ninja Reflex,DS,2008,Action,Sanzaru Games,0.09,0.0,0.0,0.01,0.1,54.0,13,7.4,20,Sanzaru Games,E10+
Steel Battalion,XB,2002,Simulation,Capcom,0.05,0.02,0.02,0.0,0.1,83.0,20,8.5,20,Capcom,T
Street Fighter Collection,PS,1997,Fighting,Capcom,0.0,0.0,0.09,0.01,0.1,72.0,25,7.6,24,Capcom,E
Alvin and the Chipmunks: The Squeakquel,Wii,2009,Misc,ImaginEngine,0.09,0.0,0.0,0.01,0.1,69.0,17,7.1,13,ImaginEngine,E
Digimon Story: Super Xros Wars Blue/Red,DS,2011,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,74.0,30,7.8,33,Namco Bandai Games,E
Power Stone Collection,PSP,2006,Action,Capcom,0.08,0.0,0.0,0.01,0.1,74.0,34,6.8,6,Capcom,T
Cartoon Network: Punch Time Explosion,3DS,2011,Fighting,Papaya Studios,0.07,0.02,0.0,0.01,0.1,58.0,16,5.9,28,Papaya Studios,E10+
Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition,DS,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,75.0,18,7.4,15,Konami Digital Entertainment,E
Bejeweled Twist,DS,2010,Puzzle,Griptonite Games,0.0,0.08,0.0,0.01,0.1,77.0,10,7.5,11,Griptonite Games,E
"Blast Works: Build, Trade, Destroy",Wii,2008,Shooter,BudCat,0.09,0.0,0.0,0.01,0.1,78.0,30,7.7,17,BudCat,E
MX SuperFly featuring Ricky Carmichael,XB,2002,Racing,THQ,0.07,0.02,0.0,0.0,0.1,69.0,17,7.4,15,THQ,E
Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!,DS,2009,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,70.0,17,7.5,19,Konami Digital Entertainment,E
SNK vs. Capcom Card Fighters DS,DS,2006,Strategy,SNK Playmore,0.09,0.0,0.0,0.01,0.1,48.0,19,4.8,6,SNK Playmore,T
Kuroko's Basketball: Miracle Game,3DS,2014,Sports,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,75.0,18,7.4,15,Namco Bandai Games,E
Medieval II: Total War,PC,2006,Strategy,Creative Assembly,0.0,0.08,0.0,0.02,0.1,88.0,39,8.9,22,Creative Assembly,T
Lego Star Wars: The Force Awakens,PSV,2016,Action,TT Games,0.01,0.06,0.01,0.02,0.1,68.0,22,7.1,13,TT Games,E10+
Darkest of Days,X360,2009,Shooter,8Monkey Labs,0.09,0.0,0.0,0.01,0.1,44.0,25,4.8,76,8Monkey Labs,M
Skylanders Imaginators,XOne,2016,Platform,Toys for Bob,0.05,0.04,0.0,0.01,0.1,78.0,14,6.0,8,Toys for Bob,E10+
Minority Report: Everybody Runs,XB,2002,Action,Treyarch,0.07,0.02,0.0,0.0,0.1,54.0,18,5.0,4,Treyarch,T
NASCAR,PSP,2006,Racing,Exient Entertainment,0.09,0.0,0.0,0.01,0.1,66.0,13,5.3,6,Exient Entertainment,E
The Voice,WiiU,2014,Action,Activision,0.08,0.0,0.0,0.01,0.1,68.0,22,7.4,20,Activision,E
One Piece: Burning Blood,PSV,2016,Fighting,Spike Chunsoft,0.0,0.02,0.07,0.0,0.1,62.0,4,7.8,10,Spike Chunsoft,T
Shox,PS2,2002,Racing,Electronic Arts,0.05,0.04,0.0,0.01,0.09,78.0,16,7.4,15,Electronic Arts,E
Rio,X360,2011,Misc,Eurocom Entertainment Software,0.05,0.03,0.0,0.01,0.09,60.0,16,7.0,7,Eurocom Entertainment Software,E10+
Gundam Breaker,PSV,2013,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,68.0,22,7.4,20,Namco Bandai Games,E
Unou no Tatsujin: Soukai! Machigai Museum 2,DS,2007,Misc,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,69.0,17,7.1,13,Namco Bandai Games,E
Kiniro no Corda 3,PSP,2010,Adventure,Tecmo Koei,0.0,0.0,0.09,0.0,0.09,66.0,17,7.6,14,Tecmo Koei,E
Playboy: The Mansion,XB,2005,Simulation,Cyberlore Studios,0.07,0.02,0.0,0.0,0.09,61.0,43,4.1,9,Cyberlore Studios,M
Neo Atlas,PS,1998,Strategy,ArtDink,0.0,0.0,0.09,0.01,0.09,73.0,24,7.8,22,ArtDink,E
Disney's Aladdin in Nasira's Revenge,PS,2000,Action,Argonaut Games,0.05,0.04,0.0,0.01,0.09,61.0,11,8.3,7,Argonaut Games,E
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,GC,2005,Adventure,Activision,0.07,0.02,0.0,0.0,0.09,66.0,17,7.6,14,Activision,E
Squinkies 2: Adventure Mall Surprize!,DS,2011,Platform,Activision,0.09,0.0,0.0,0.01,0.09,69.0,17,7.7,16,Activision,E
Winning Post 6,PS2,2003,Sports,Tecmo Koei,0.0,0.0,0.09,0.0,0.09,75.0,18,7.4,15,Tecmo Koei,E
Egg Monster Hero,DS,9999,Role-Playing,Neverland,0.0,0.0,0.09,0.0,0.09,74.0,30,7.8,33,Neverland,E
Whacked!,XB,2002,Misc,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.09,69.0,17,7.1,13,Microsoft Game Studios,E
Barnyard,PS2,2006,Action,Blue Tongue Entertainment,0.05,0.04,0.0,0.01,0.09,62.0,13,8.7,10,Blue Tongue Entertainment,E10+
Ultimate Marvel vs. Capcom 3,PS3,2011,Fighting,Capcom,0.0,0.04,0.04,0.01,0.09,80.0,36,6.2,114,Capcom,T
MindJack,X360,2011,Shooter,FeelPlus,0.07,0.02,0.0,0.01,0.09,43.0,42,1.2,116,FeelPlus,M
Pac-Man World 3,GC,2005,Platform,Blitz Games,0.07,0.02,0.0,0.0,0.09,66.0,17,7.3,10,Blitz Games,E
thinkSMART,DS,2010,Misc,"Crave, DTP Entertainment",0.09,0.0,0.0,0.01,0.09,69.0,17,7.1,13,"Crave, DTP Entertainment",E
National Geographic Challenge!,Wii,2011,Misc,Black Bean Games,0.07,0.02,0.0,0.01,0.09,69.0,17,7.1,13,Black Bean Games,E
Rocky,GC,2002,Fighting,Rage Software,0.07,0.02,0.0,0.0,0.09,74.0,17,7.6,24,Rage Software,T
Glory Days 2,DS,2007,Strategy,odenis studio,0.08,0.0,0.0,0.01,0.09,73.0,28,7.3,6,odenis studio,E10+
Just Dance 2017,WiiU,2016,Misc,Ubisoft Paris,0.03,0.06,0.0,0.01,0.09,69.0,17,7.1,13,Ubisoft Paris,E10+
Brain Age: Concentration Training,3DS,2012,Puzzle,Nintendo,0.09,0.0,0.0,0.01,0.09,71.0,11,7.9,17,Nintendo,E
Crash 'N' Burn,XB,2004,Racing,Climax Group,0.07,0.02,0.0,0.0,0.09,65.0,25,6.4,7,Climax Group,T
NFL Blitz 20-02,XB,2002,Sports,Point of View,0.07,0.02,0.0,0.0,0.09,77.0,17,7.4,15,Point of View,E
NatGeo Challenge! Wild Life,PS3,2010,Misc,Black Bean Games,0.05,0.03,0.0,0.01,0.09,69.0,17,7.1,13,Black Bean Games,E
Metal Fight Beyblade,DS,2009,Action,Hudson Soft,0.0,0.0,0.09,0.0,0.09,68.0,22,7.4,20,Hudson Soft,E
Robots,XB,2005,Action,Eurocom Entertainment Software,0.07,0.02,0.0,0.0,0.09,60.0,4,7.4,20,Eurocom Entertainment Software,E
Kung Fu Panda 2,PS3,2011,Action,THQ,0.04,0.04,0.0,0.01,0.09,68.0,22,7.4,20,THQ,E
Pac-Man and the Ghostly Adventures 2,PS3,2014,Adventure,Vicious Cycle,0.05,0.03,0.0,0.02,0.09,59.0,11,6.3,4,Vicious Cycle,E10+
Hakuoki: Demon of the Fleeting Blossom,PSP,2009,Adventure,Idea Factory,0.08,0.0,0.0,0.01,0.09,79.0,4,8.3,30,Idea Factory,M
Field & Stream: Total Outdoorsman Challenge,X360,2010,Sports,505 Games,0.09,0.0,0.0,0.01,0.09,75.0,18,7.4,15,505 Games,E
Speed Kings,PS2,2003,Racing,Climax Group,0.05,0.04,0.0,0.01,0.09,61.0,13,7.8,6,Climax Group,E
Dungeons,PC,2011,Strategy,Realmforge Studios,0.07,0.02,0.0,0.01,0.09,65.0,35,4.6,106,Realmforge Studios,M
Little League World Series Baseball 2008,Wii,2008,Sports,Now Production,0.09,0.0,0.0,0.01,0.09,70.0,8,8.0,6,Now Production,E
Winter Stars,X360,2011,Sports,49Games,0.05,0.03,0.0,0.01,0.09,46.0,9,6.5,4,49Games,E
Disney Planes Fire & Rescue,3DS,2014,Action,Disney Interactive Studios,0.01,0.08,0.0,0.01,0.09,68.0,22,7.4,20,Disney Interactive Studios,E
Langrisser V: The End of Legend,SAT,1998,Strategy,NCS,0.0,0.0,0.09,0.0,0.09,73.0,24,7.8,22,NCS,E
PhotoKano,PSP,2012,Adventure,Kadokawa Shoten,0.0,0.0,0.09,0.0,0.09,66.0,17,7.6,14,Kadokawa Shoten,E
Ouchi Mainichi Tamagotchi,3DS,2012,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,68.0,22,7.4,20,Namco Bandai Games,E
Bladestorm: The Hundred Years' War,X360,2007,Action,Omega Force,0.08,0.01,0.0,0.01,0.09,63.0,26,6.8,16,Omega Force,T
Fresh PreCure! Asobi Collection,DS,2009,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,68.0,22,7.4,20,Namco Bandai Games,E
Super Robot Wars OG: The Moon Dwellers,PS4,2016,Misc,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,69.0,17,7.1,13,Namco Bandai Games,E
Populous: The Beginning,PS,1998,Strategy,Electronic Arts,0.05,0.04,0.0,0.01,0.09,73.0,24,7.8,22,Electronic Arts,E
Chess,PS,2001,Strategy,Success,0.05,0.04,0.0,0.01,0.09,73.0,24,7.8,22,Success,E
Rosco McQueen: Firefighter Extreme,PS,1997,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.09,68.0,22,7.4,20,Sony Computer Entertainment,E
Terranigma,SNES,1995,Role-Playing,Nintendo,0.0,0.0,0.09,0.0,0.09,74.0,30,7.8,33,Nintendo,E
Burnout Paradise: The Ultimate Box,PC,2009,Racing,Criterion Games,0.0,0.08,0.0,0.01,0.09,87.0,26,7.5,15,Criterion Games,E10+
Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,DS,2009,Action,Blast! Entertainment Ltd,0.09,0.0,0.0,0.01,0.09,68.0,22,7.4,20,Blast! Entertainment Ltd,E
Girls und Panzer: I Will Master Tankery,PSV,2014,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,68.0,22,7.4,20,Namco Bandai Games,E
Forever Kingdom,PS2,2001,Role-Playing,From Software,0.02,0.02,0.04,0.01,0.09,64.0,13,7.8,6,From Software,T
Blitz: Overtime,PSP,2006,Sports,Midway,0.09,0.0,0.0,0.01,0.09,75.0,18,7.5,4,Midway,M
Altered Beast: Guardian of the Realms,GBA,2002,Action,3d6 Games,0.07,0.02,0.0,0.0,0.09,63.0,13,4.8,4,3d6 Games,T
Populous DS,DS,2008,Strategy,Genki,0.07,0.0,0.02,0.01,0.09,60.0,20,7.8,22,Genki,E10+
The Legend of Heroes: A Tear of Vermillion,PSP,2005,Role-Playing,Microvision,0.08,0.0,0.0,0.01,0.09,68.0,24,7.7,26,Microvision,T
Young Justice: Legacy,PS3,2013,Action,Freedom Factory Studios,0.06,0.01,0.0,0.02,0.09,68.0,22,4.9,15,Freedom Factory Studios,T
Ys VIII: Lacrimosa of Dana,PSV,2016,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.09,0.0,0.09,74.0,30,7.8,33,Nihon Falcom Corporation,E
Raven Squad: Operation Hidden Dagger,X360,2009,Shooter,Atomic Motion,0.08,0.01,0.0,0.01,0.09,38.0,22,3.5,37,Atomic Motion,T
Age of Empires II: The Age of Kings,PC,1999,Strategy,Ensemble Studios,0.01,0.08,0.0,0.01,0.09,92.0,21,9.0,22,Ensemble Studios,T
Family Party: 30 Great Games,Wii,2008,Misc,Tamsoft,0.08,0.01,0.0,0.01,0.09,42.0,10,1.0,7,Tamsoft,E10+
Shining Tears,PS2,2004,Role-Playing,Nex Entertainment,0.05,0.04,0.0,0.01,0.09,61.0,14,6.5,11,Nex Entertainment,T
Devil May Cry 4,PS4,2015,Action,Capcom,0.01,0.0,0.08,0.0,0.09,68.0,22,7.4,20,Capcom,E
MotoGP,XB,2002,Racing,Climax Group,0.07,0.02,0.0,0.0,0.09,84.0,18,8.4,16,Climax Group,E
Scaler,PS2,2004,Platform,Artificial Mind and Movement,0.05,0.04,0.0,0.01,0.09,70.0,20,8.6,18,Artificial Mind and Movement,E
Halo 2,PC,2007,Shooter,Microsoft Game Studios,0.01,0.06,0.0,0.02,0.09,72.0,32,5.6,27,Microsoft Game Studios,M
X-COM: UFO Defense,PS,1995,Strategy,Microprose,0.05,0.04,0.0,0.01,0.09,73.0,24,7.8,22,Microprose,E
Gradius V,PS2,2004,Shooter,Treasure,0.05,0.04,0.0,0.01,0.09,82.0,46,8.5,13,Treasure,T
Adventure Time: Finn & Jake Investigations,PS4,2015,Action,Little Orbit,0.03,0.05,0.0,0.02,0.09,68.0,22,7.4,20,Little Orbit,E
Medal of Honor: Vanguard,Wii,2007,Shooter,BudCat,0.06,0.03,0.0,0.01,0.09,56.0,29,7.0,24,BudCat,T
World Cup '98 France: Road to Win,SAT,1998,Sports,Sega,0.0,0.0,0.09,0.0,0.09,75.0,18,7.4,15,Sega,E
Pro Evolution Soccer 2013,Wii,2012,Sports,Konami,0.0,0.03,0.06,0.0,0.09,75.0,18,7.4,15,Konami,E
MLB SlugFest 20-04,XB,2003,Sports,Midway,0.07,0.02,0.0,0.0,0.09,76.0,16,7.4,15,Midway,E
Barbie and the Magic of Pegasus,GBA,2005,Action,WayForward,0.07,0.02,0.0,0.0,0.09,68.0,22,7.4,20,WayForward,E
Beaterator,PSP,2009,Misc,Rockstar Leeds,0.06,0.02,0.0,0.02,0.09,80.0,44,7.8,12,Rockstar Leeds,E
Big League Sports: Summer,Wii,2009,Sports,Koolhaus Games,0.09,0.0,0.0,0.01,0.09,75.0,18,7.4,15,Koolhaus Games,E
SD Gundam G Generation DS,DS,2005,Role-Playing,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,74.0,30,7.8,33,Namco Bandai Games,E
Retro Game Challenge (US sales),DS,2007,Action,Namco Bandai Games,0.09,0.0,0.0,0.0,0.09,68.0,22,7.4,20,Namco Bandai Games,E
Wordmaster,DS,2008,Strategy,Sarbakan Inc.,0.09,0.0,0.0,0.01,0.09,57.0,5,7.8,22,Sarbakan Inc.,E
Arcania: Gothic 4,X360,2010,Role-Playing,Spellbound,0.04,0.04,0.01,0.01,0.09,64.0,21,5.2,52,Spellbound,T
Bleach: Heat the Soul,PSP,2005,Fighting,Sony Computer Entertainment,0.0,0.0,0.09,0.0,0.09,72.0,25,7.6,24,Sony Computer Entertainment,E
MegaTagmension Blanc + Neptune VS Zombies,PSV,2015,Action,Idea Factory International,0.02,0.01,0.05,0.01,0.09,68.0,22,7.4,20,Idea Factory International,E
SingStar Guitar,PS3,2010,Misc,Sony Computer Entertainment,0.0,0.07,0.0,0.02,0.09,69.0,17,7.1,13,Sony Computer Entertainment,E
Psychonauts,PS2,2005,Platform,BudCat,0.05,0.04,0.0,0.01,0.09,86.0,33,8.7,61,BudCat,T
Code Lyoko: Quest for Infinity,Wii,2007,Action,The Game Factory,0.07,0.01,0.0,0.01,0.09,58.0,15,8.5,8,The Game Factory,E10+
World Stadium 5,PS,2001,Sports,Namco Bandai Games,0.0,0.0,0.09,0.01,0.09,75.0,18,7.4,15,Namco Bandai Games,E
The Smurfs 2,Wii,2013,Platform,WayForward,0.0,0.09,0.0,0.01,0.09,69.0,17,7.7,16,WayForward,E
Angry Birds: Rio,PC,2011,Puzzle,"Rovio Mobile, Rovio Entertainment",0.0,0.07,0.0,0.02,0.09,70.0,14,7.5,11,"Rovio Mobile, Rovio Entertainment",E
Championship Foosball,Wii,2008,Sports,505 Games,0.09,0.0,0.0,0.01,0.09,75.0,18,7.4,15,505 Games,E
Backyard Sports: Sandlot Sluggers,X360,2010,Sports,HB Studios Multimedia,0.09,0.0,0.0,0.01,0.09,75.0,18,3.8,4,HB Studios Multimedia,E
ESPN NBA 2Night,PS2,2000,Sports,Konami,0.05,0.04,0.0,0.01,0.09,62.0,8,7.4,15,Konami,E
Uta no Prince-Sama: Debut,PSP,2012,Adventure,Broccoli,0.0,0.0,0.09,0.0,0.09,66.0,17,7.6,14,Broccoli,E
Ford Mustang: The Legend Lives,XB,2005,Racing,Eutechnyx,0.07,0.02,0.0,0.0,0.09,55.0,13,7.4,15,Eutechnyx,E
Freekstyle,GC,2002,Racing,Page 44 Studios,0.07,0.02,0.0,0.0,0.09,78.0,11,7.4,15,Page 44 Studios,E
Galactic Taz Ball,DS,2010,Platform,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.09,69.0,17,7.7,16,Warner Bros. Interactive Entertainment,E
Virtua Fighter CG Portrait Series Vol.3: Akira Yuki,SAT,1995,Misc,Sega,0.0,0.0,0.09,0.0,0.09,69.0,17,7.1,13,Sega,E
PAC-MAN and the Ghostly Adventures,3DS,2013,Platform,Inti Creates,0.05,0.04,0.0,0.01,0.09,69.0,17,7.7,16,Inti Creates,E10+
Digimon Rumble Arena 2,PS2,2004,Fighting,Black Ship Games,0.05,0.04,0.0,0.01,0.09,63.0,9,7.3,23,Black Ship Games,T
Dora the Explorer: Dora Saves the Crystal Kingdom,PS2,2009,Misc,Take-Two Interactive,0.05,0.04,0.0,0.01,0.09,69.0,17,7.1,13,Take-Two Interactive,E
Shockwave Assault,PS,1995,Simulation,Electronic Arts,0.05,0.04,0.0,0.01,0.09,70.0,17,7.5,19,Electronic Arts,E
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016,Action,PlatinumGames,0.05,0.02,0.0,0.02,0.09,44.0,49,5.5,163,PlatinumGames,T
Ribbit King,PS2,2003,Sports,Bandai,0.05,0.04,0.0,0.01,0.09,58.0,10,6.5,4,Bandai,E
Minecraft: Story Mode,PC,2015,Adventure,Mojang,0.02,0.06,0.0,0.01,0.09,66.0,17,7.6,14,Mojang,E
Alien Hominid,GC,2004,Shooter,The Behemoth,0.07,0.02,0.0,0.0,0.09,78.0,28,8.5,15,The Behemoth,T
World Championship Poker 2: Featuring Howard Lederer,XB,2005,Misc,Crave,0.07,0.02,0.0,0.0,0.09,71.0,9,7.1,13,Crave,T
Rygar: The Battle of Argus,Wii,2008,Action,Tecmo,0.09,0.0,0.0,0.01,0.09,52.0,29,7.0,4,Tecmo,T
Pro Yakyuu Greatest Nine 98,SAT,1998,Sports,Sega,0.0,0.0,0.09,0.0,0.09,75.0,18,7.4,15,Sega,E
Snood 2: On Vacation,DS,2005,Puzzle,Gravity-I,0.09,0.0,0.0,0.01,0.09,46.0,4,7.5,11,Gravity-I,E
Learn Chess,DS,2009,Misc,DreamCatcher Interactive,0.09,0.0,0.0,0.01,0.09,69.0,17,7.1,13,DreamCatcher Interactive,E
Ninja Gaiden Black,XB,2005,Action,Team Ninja,0.07,0.02,0.0,0.0,0.09,94.0,32,8.7,121,Team Ninja,M
Bogey: Dead 6,PS,1996,Simulation,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.09,70.0,17,7.5,19,Sony Computer Entertainment,E
Scooby-Doo! Who's Watching Who?,DS,2006,Adventure,THQ,0.08,0.01,0.0,0.01,0.09,66.0,17,7.6,14,THQ,E
Touch Detective,DS,2006,Adventure,BeeWorks,0.06,0.02,0.0,0.01,0.09,60.0,25,6.8,6,BeeWorks,E10+
Hakuouki: Zuisouroku Portable,PSP,2010,Adventure,Idea Factory,0.0,0.0,0.09,0.0,0.09,66.0,17,7.6,14,Idea Factory,E
Imagine: Reporter,DS,2010,Simulation,Magic Pockets,0.08,0.01,0.0,0.01,0.09,70.0,17,7.5,19,Magic Pockets,E
